DrugID,Phone
147,441344382407
148,441344382407
149,441344382407
150,441344382407
151,4915118939555
152,4915118939555
153,4915118939555
154,4915118939555
155,4915118939555
156,4915118939555
157,4915118939555
158,4915118939555
159,4915118939555
160,4915118939555
162,0034628250558
163,436641067213
164,436641067213
165,436641067213
166,436641067213
167,436641067213
168,436641067213
169,06641067213
170,436641067213
171,436641067213
172,436641067213
173,36302222763
174,390498232244
175,46765173535
176,46765173535
177,46765173535
178,46765173535
179,46765173535
180,3228088620
181,3228088620
182,3228088620
183,3228088620
184,3228088620
185,3228088620
186,3228088620
187,3228088620
188,3228088620
189,3228088620
190,3228088620
196,01514221200
197,01514221200
198,4901732066548
199,4563952700
200,4563952700
201,4563952700
202,4563952700
203,4563952700
204,4563952700
205,4563952700
206,4563952700
207,4563952700
208,48604446658
209,48227327707
210,4401748828878
211,4401748828878
212,4401748828878
213,4401748828878
214,46854496030
215,48227327707
216,4915123055208
217,38513724563
218,38513724563
219,38513724563
220,38513724563
221,38513724563
222,38513724563
223,38513724563
224,306946463306
225,00420602264736
226,34918870980
227,385912097060
228,385912097060
229,385993861910
230,390677209020
231,3579957763824
231,35725867600
232,39089890424
233,35725867600
233,3579957763824
234,385912188002
235,385912188002
236,385912188002
237,385912188002
238,34936003700
239,49405480070
240,49804691990
241,498960087306
242,4917620313927
243,49351658030
244,497543603211
245,49026039604710
246,4401730231148
247,004995160430
248,34603796658
249,00385016312101
250,0035799913871
251,0049047216060
252,00386051635877
253,32470202130
254,32470202130
255,390677209020
256,0049405480070
257,00393334570080
258,00393334570080
259,34937002525
260,310208546555
261,310208546555
262,310208546555
263,310208546555
264,310208546555
265,310208546555
266,310208546555
267,310208546555
268,310208546555
269,310208546555
270,310208546555
271,310208546555
272,48228411664
273,48228411664
274,390687739810
275,390687739810
276,0034628805511
277,302162005600
278,0677209020
279,3902201080
280,0034628805511
281,48228411664
282,0034628805511
283,00302108161802
286,494038023214
289,0049047216060
290,37167013724
291,4915118939555
293,0049047216060
294,4915118939555
295,4915118939555
296,351210001648
297,351210001648
298,4915123055208
299,496101603214
300,0038512334225
301,49089451874828
304,310629075858
305,31243727700
306,34619275590
307,491723643749
308,491723643749
309,351224008005
310,496101603214
311,34655498683
312,351214643220
313,351214643220
314,351214643225
315,351214643220
316,351214643220
317,351214643225
318,351214643220
319,351214643220
320,496101603214
321,496101603214
322,436641067213
323,36303495954
324,36303495954
325,498142443920
326,498142443920
327,499114302364
328,4915118939555
329,37070015140
330,34619275590
331,4941038006777
332,34619275590
333,34619275590
334,34619275590
335,34619275590
336,34619275590
337,34677433428
338,34677433428
339,34677433428
340,34635926857
341,420777188722
342,420777188722
343,359889811131
344,359889811131
345,0269259993
346,420226251459
347,38513724563
348,4915118939555
349,4915118939555
350,4915118939555
351,4915118939555
352,4915118939555
353,4915118939555
354,4915118939555
355,496101603214
356,496101603214
357,496101603214
358,496101603214
359,496101603214
360,496101603214
361,496101603214
362,40264501163
363,40730199839
364,31243727700
365,38513724563
366,38513724563
367,38513724563
368,38513724563
369,38513724563
370,38513724563
371,38513724563
372,38513724563
373,38513724563
374,4915201959644
375,48698744600
376,34677433428
377,34677433428
378,34619275590
379,420602549911
380,420602549911
381,420602549911
382,420602549911
383,420602549911
384,420602549911
385,06641067213
386,351224008005
387,351224008005
388,34655498683
389,491723643749
390,31243727700
391,35622294000
392,35622294000
393,34628651773
394,351210414119
395,351210414119
396,35622294000
397,498142443920
398,34937002525
399,34677433428
400,34677433428
401,34635926857
402,34635926857
403,37167013724
404,37167013724
405,306946463306
406,0269259993
407,420226251459
408,4915118939555
409,4915118939555
410,4915118939555
411,496101603214
412,496101603214
413,496101603214
414,40264501163
415,34935659776
416,351210414119
417,351210414119
418,38513724563
419,38513724563
420,38513724563
421,351912441042
422,34677433428
423,420602549911
424,420602549911
425,420602549911
426,31850509801
427,496101603214
428,4402030962886
429,496101603214
430,4331368257760
431,003615057032
432,4915118939555
433,34628651773
435,351210001648
436,351210001648
437,351210001648
438,351210001648
439,351210001648
440,48502787623
441,48502787623
442,48502787623
443,48502787623
444,330659202143
445,00420724372312
446,00420724372312
447,4402039720005
450,306981672031
451,35622294000
452,310629075858
453,310629075858
454,310629075858
455,310629075858
456,31243727700
457,33155724100
458,496101603214
459,496101603214
460,33169592300
461,3546594144
462,3546594144
463,496101603214
464,496101603214
465,35622294000
466,35622294000
467,35622294000
468,35622294000
469,33169592300
470,302109960971
471,351210414119
472,351210414119
473,436641067213
474,06641067213
475,4331368257760
476,436641067213
477,436641067213
478,436641067213
479,496101603214
480,496101603214
481,498142443920
482,498142443920
483,498142443920
484,498142443920
485,498142443920
486,498142443920
487,498142443920
488,498142443920
489,00420602440229
490,00420602440229
491,420602440229
492,00386051635877
493,00386051635877
494,00386051635877
495,4941038006777
496,4941038006777
497,34619275590
498,34619275590
499,34677433428
500,34677433428
501,34677433428
502,390261246439
503,390261246439
504,390261246439
505,390261246439
506,0037052306499
507,0037052306499
508,0037052306499
509,37167013724
510,37167013724
511,37167013724
512,37167013724
513,37167013724
514,37167013724
515,37167013724
516,37167013724
517,37167013724
518,37167013724
519,359889811131
520,359889811131
521,306946463306
522,306946463306
523,36309219216
524,420226251459
525,420226251459
526,420226251459
527,420226251459
528,420226251459
529,420226251459
530,420226251459
531,21067765501
532,38513724563
533,00420261141215
534,0877941968
535,4915118939555
536,4915118939555
537,4915118939555
538,4915118939555
539,4915118939555
540,4915118939555
541,4915118939555
542,4915118939555
543,4915118939555
544,4915118939555
546,496101603214
547,496101603214
548,496101603214
549,496101603214
550,496101603214
551,496101603214
552,496101603214
553,496101603214
554,496101603214
555,496101603214
556,40264501163
557,40264501163
558,40264501163
559,31243727700
560,31243727700
561,31243727700
562,351210414119
563,351210414119
564,38513724563
565,38513724563
566,38513724563
567,38513724563
568,38513724563
569,38513724563
570,4401293574180
571,48698744600
572,48698744600
573,48698744600
574,48698744600
575,34677433428
576,34677433428
577,34677433428
578,34677433428
579,306937417808
580,441978661261
581,420602549911
582,420602549911
583,420602549911
584,420602549911
585,420602549911
586,420602549911
587,420602549911
588,420602549911
589,420602549911
590,420602549911
591,420602549911
592,420602549911
593,39018558223
594,498142443920
595,498142443920
596,498142443920
597,358505144560
598,48228111814
599,49072337043200
600,49072337043200
601,49072337043200
602,49072337043200
603,49072337043200
604,49072337043200
605,49072337043200
606,49072337043200
607,49072337043200
608,49072337043200
609,351966578669
610,49524294720
611,4331368257760
612,4331368257760
613,00385016312101
614,420221115150
615,00370258552750
616,00386051635877
617,0036013558490
618,00370167338610
619,00370052362740
620,00480225737500
621,00400213106605
623,00386051635877
624,0034628805511
625,34619984625
626,4401748828878
627,4401748828878
628,4401748828878
629,4401748828878
630,00370167338610
631,00480225737500
633,4901223393325
634,4401223393325
636,34635926857
638,48228111814
639,00302106560700
640,390241498765
641,390241498765
642,390241498765
643,390241498765
644,4923719370
645,4923719370
646,4923719370
651,4971719190
652,302109960971
653,302109960971
654,302109960971
655,393401536341
656,320478329502
661,4908945814236
671,34699812173
672,302109960971
673,497543603211
674,497543603211
675,497543603211
676,497543603211
677,497543603211
678,441277266600
679,441277266600
680,33145191000
681,33145191000
682,496101603214
683,496101603214
684,496101603214
685,38512481271
686,38512481271
687,0042060224736
688,39089840424
689,34936003700
690,34936003700
691,390498232244
692,390261246439
693,33155724100
694,390261246439
695,7889821952
696,390261246439
697,0035725553251
698,492821727711
699,492821727711
700,492821727711
701,34916612335
702,34689012911
703,34935659776
704,351210414119
705,390261246439
706,38513724563
707,496101603214
708,35622294000
709,49015151235230
710,35622294000
711,351912441042
712,33155724100
713,00351224008005
714,35699253836
715,390261246439
716,496101603214
717,351210414119
718,351210414119
719,351214643225
720,390261246439
721,35622294000
722,49015151235230
723,498142443920
724,4401730231148
725,390261246439
726,4915118939555
727,496101603214
728,390261246439
729,390261246439
730,420602549911
731,35622294000
732,390265534273
733,351210414119
734,48695350512
735,48695350512
736,48695350512
737,48695350512
738,393663214480
739,351229866100
740,351229866100
741,4545747737
742,4545747737
743,4545747737
744,4545747737
745,4545747737
746,4545747737
747,4545747737
748,4545747737
749,4545747737
750,4545747737
751,4545747737
752,4545747737
753,4545747737
754,4545747737
755,4545747737
756,4545747737
757,4545747737
758,4545747737
759,4545747737
760,4545747737
761,390660506031
762,48225436487
763,48225436487
764,48225436487
765,48225436487
766,48225436487
767,48225436487
768,3228990568
769,3228990568
770,48225436487
771,48225436487
772,4915118939555
773,4915118939555
774,4915118939555
775,4915118939555
776,4915118939555
777,4915118939555
778,4915118939555
779,4915118939555
780,4915118939555
781,4915118939555
782,4915118939555
783,4915118939555
784,4915118939555
785,4915118939555
786,4915118939555
787,4915118939555
788,4915118939555
789,4915118939555
790,4915118939555
791,4915118939555
792,4915118939555
793,4915118939555
794,4915118939555
795,4915118939555
796,4915118939555
797,4915118939555
798,4915118939555
799,4915118939555
800,4915118939555
801,4915118939555
802,4915118939555
803,4915118939555
804,4915118939555
805,4915118939555
806,4915118939555
807,4915118939555
808,4915118939555
809,4915118939555
810,4915118939555
811,4915118939555
812,4915118939555
813,4915118939555
814,4545747737
815,48502787623
816,48502787623
817,48502787623
818,48502787623
819,496101603214
820,004723185899
821,004723185899
822,393453396094
823,32471013399
824,32471013399
825,32471013399
826,32471013399
827,32471013399
828,306981672031
829,32471013399
830,32471013399
831,32471013399
832,32471013399
833,32471013399
834,3306981672031
834,306981672031
835,32471013399
836,32471013399
837,32471013399
838,32471013399
839,302105281805
840,302105281805
841,302105281805
842,302105281805
843,386012322095
844,48532227319
845,33155724100
846,35622294000
847,33155724100
848,33169592300
848,3361592300
849,496101603214
850,48227559648
851,35622294000
852,420602549911
853,35622294000
854,4915118939555
855,38513724563
856,390261246439
857,420602549911
858,330659202143
859,420735716312
860,420735716312
861,40232209256
862,48502787623
863,48502787623
864,48502787623
865,48502787623
866,0034913433320
867,33155724100
868,37070015140
869,496101603214
870,496101603214
871,496101603214
872,496101603214
873,35622294000
874,390261246439
876,38513724563
877,37070015140
878,37070015140
879,37070015140
880,390261246439
881,420602549911
882,0034948333811
883,34937002525
884,34635926857
885,496101603214
887,302107475196
888,302107475196
889,01279406759
890,01279406759
891,01279406759
892,393488605323
893,393488605323
894,310365227201
895,31365227201
896,31365227201
897,390555680382
898,393401536341
899,3612330083
900,39335346605
901,35725867600
901,3579957763824
902,35622294000
903,38513724563
904,34900906011
906,436641067213
907,436641067213
908,436641067213
909,30210283820012
910,31365236604
911,310365227201
912,310365227201
913,4991143020
913,499114302364
914,496101603214
915,492821727711
916,01279406759
917,37067054244
918,37067054244
919,37067054244
920,498984079230
922,35622294000
923,496101603214
924,35622294000
925,35622294000
926,48695350512
927,3672566750
928,34935446400
929,34935446400
930,01271314320
931,498945814236
932,3672566750
933,3579957763824
933,35725867600
934,31365227201
935,436645465750
936,01279406759
937,48797501568
938,48797501568
939,330667512796
940,00493455666236
941,40751254095
942,40751254095
943,40751254095
944,393401536341
945,00390503154217
946,00390503154217
947,00390503154217
948,00390503154217
949,00390503154217
950,00390503154217
951,00390503154217
952,436648225822
953,4961726867313
954,4961726867313
955,43766520555432
956,496101603214
957,35622294000
958,43766520555432
959,0034913433320
961,35622294000
962,48690150933
963,36302358994
964,390261246439
965,351210414119
966,34937002525
967,390261246439
968,34935866200
969,4961726867313
970,421226226032
971,40767913111
972,442072010400
973,4401480819394
974,35699253836
975,35699253836
976,35699253836
977,40731883550
978,3228088620
979,3228088620
980,3228088620
981,4401730231148
982,0035725553251
983,40756119093
984,302109960971
985,0034628250558
986,0034628250558
987,4915118939555
988,4915118939555
989,4915118939555
990,34937002525
991,0034913433320
992,0034913433320
993,0034913433320
994,40767913111
995,0034628250558
996,35622294000
997,35622294000
998,351214725927
999,351214725927
1000,4915118939555
1001,00351224008005
1002,0034948333811
1003,0034948333811
1004,390973655200
1005,390265534273
1006,390265534273
1007,496101603214
1008,496101603214
1009,35622294000
1010,34629843934
1011,351210414119
1012,35622294000
1013,34937002525
1014,34937002525
1015,34937002525
1016,40213693202
1017,34910609981
1018,34635926857
1019,34936411037
1020,34936411037
1021,34937002525
1022,38513724563
1023,38513724563
1024,40749144434
1025,4915118939555
1026,4915118939555
1027,4915118939555
1028,496101603214
1029,34935659776
1030,38513724563
1031,390261246439
1032,00351919701160
1033,420602549911
1034,420602549911
1035,390498232244
1036,48532227319
1037,4331368257760
1038,33299987958
1039,00386051635877
1040,4915118939555
1041,4915118939555
1042,48532227319
1043,37125117750
1044,37129865787
1045,4315240589
1046,4915161822774
1047,35622294000
1048,4915118939555
1049,4915118939555
1050,496101603214
1051,4563952700
1052,420735716312
1053,420735716312
1054,4915118939555
1055,4915118939555
1056,4588713000
1057,4915118939555
1058,4915118939555
1059,390261246439
1060,390261246439
1061,35622294000
1062,393485146006
1063,393485146006
1064,393485146006
1065,35622294000
1066,35622294000
1067,35622294000
1068,35622294000
1069,441277266600
1070,33155724100
1071,420226251459
1072,38513724563
1073,420602549911
1074,496101603214
1075,496101603214
1076,496101603214
1077,01332812934
1078,01332812934
1079,01332812934
1080,01332812934
1081,00385993861910
1082,390371617377
1083,35622294000
1084,310882554060
1085,4570204107
1086,4540551565
1087,4570204107
1088,4540551565
1089,35622294000
1090,38513724563
1091,07446834691
1092,310882554060
1093,496101603214
1094,4915118939555
1095,4915118939555
1096,4915118939555
1097,4915118939555
1098,35622294000
1099,33155724100
1100,496101603214
1101,38513724563
1102,37067054244
1103,38513724563
1104,38513724563
1105,38513724563
1106,390261246439
1107,441279406759
1108,38513724563
1109,33155724100
1110,38513724563
1111,390261246439
1112,420602549911
1113,35622294000
1114,46851911600
1115,46851911600
1116,0046086436766
1117,35622294000
1118,37067054244
1119,37067054244
1120,0040368401092
1121,35622294000
1122,35622294000
1123,390261246439
1124,420602549911
1125,4331368257760
1126,33299987958
1127,33299987958
1128,33299987958
1129,420602549911
1130,436641067213
1131,46854496030
1132,46854496030
1133,436641067213
1134,38513724563
1135,38513724563
1136,390261246439
1137,35622294000
1138,38513724563
1139,38513724563
1140,33299987958
1141,33299987958
1142,33299987958
1143,38513724563
1144,38513724563
1145,35622294000
1146,35622294000
1147,38513724563
1148,46854496030
1149,4402034501258
1150,390264432506
1151,390264432506
1152,4971719190
1153,38512481271
1154,4915118939555
1155,4915118939555
1156,4915118939555
1157,4915118939555
1158,4915118939555
1159,4915118939555
1160,4915118939555
1161,4915118939555
1162,4915118939555
1163,4915118939555
1164,4915118939555
1165,390498232244
1166,390498232244
1167,390498232244
1168,40264501163
1169,38513724563
1170,38513724563
1171,491723643749
1172,496101603214
1173,496101603214
1174,351933440132
1175,496101603214
1176,496101603214
1177,496101603214
1178,496101603214
1179,496101603214
1180,4961726867313
1181,496101603214
1182,496101603214
1183,36204545413
1184,499114302364
1186,4908997007034
1187,4915118939555
1188,4915118939555
1189,4915118939555
1190,4915118939555
1191,35622294000
1192,393289215572
1193,393289215572
1194,38513724563
1195,48502787623
1196,48502787623
1197,48502787623
1198,48502787623
1199,48502787623
1200,48502787623
1201,48502787623
1202,48502787623
1203,48502787623
1204,48502787623
1205,48502787623
1206,48502787623
1207,48502787623
1208,48502787623
1209,48502787623
1210,48502787623
1211,48502787623
1212,48502787623
1213,48502787623
1214,48502787623
1215,48502787623
1216,48502787623
1217,48502787623
1218,48502787623
1219,48502787623
1220,38513724563
1221,38513724563
1222,38513724563
1223,00421226226032
1224,00421226226032
1225,00421226226032
1226,00421226226032
1227,00421226226032
1228,00421226226032
1229,4915118939555
1230,496101603214
1231,496101603214
1232,496101603214
1233,496101603214
1234,393401536341
1235,393401536341
1236,33155724100
1237,390185372201
1238,40264501163
1239,390185372201
1240,390185372201
1241,34682780469
1242,34682780469
1243,34682780469
1244,0034913433320
1245,0034913433320
1246,4563952700
1247,3546594144
1248,40767913111
1249,0034628250558
1251,0034628250558
1252,35622294000
1253,35622294000
1254,35622294000
1255,35622294000
1256,35622294000
1257,35622294000
1258,35622294000
1259,35622294000
1260,35622294000
1261,35622294000
1262,35622294000
1263,35622294000
1264,35622294000
1265,393485146006
1266,0040722628983
1267,351214725927
1268,351214725927
1269,351214725927
1270,4686326400
1271,4686326400
1272,4686326400
1273,4686326400
1274,4686326400
1275,4686326400
1276,4402034501258
1277,4402034501258
1278,33155724100
1279,00351224008005
1280,34931696551
1281,496101603214
1282,496101603214
1283,496101603214
1284,0034948333811
1285,3361592300
1286,351214725927
1287,4915118939555
1288,35699253836
1289,35699253836
1290,3361592300
1291,3361592300
1291,3369592300
1292,38513724563
1293,34682898241
1294,40731883550
1295,00302108161802
1296,390265534273
1297,390265534273
1298,38513724563
1299,38513724563
1300,496101603214
1301,496101603214
1302,496101603214
1303,496101603214
1304,496101603214
1305,496101603214
1306,496101603214
1307,36204545413
1308,36204545413
1309,34682780469
1310,34607538650
1311,40212308086
1312,40752226776
1313,35622294000
1314,35622294000
1315,35622294000
1316,351214643225
1317,4402034501258
1318,4402034501258
1319,4402034501258
1320,4402034501258
1321,499114302364
1322,499114302364
1323,351219608410
1324,351219608410
1325,351219608410
1326,351219608410
1327,351219608410
1328,351219608410
1329,351219608410
1330,351219608410
1331,351219608410
1332,351219608410
1333,390241498765
1334,390241498765
1335,390241498765
1336,390241498765
1337,4402034501258
1338,4402034501258
1339,48532227319
1340,496101603214
1341,3530906661109
1342,34937002525
1343,34937002525
1344,35622294000
1345,496101603214
1346,38513724563
1347,351214725927
1348,40213693202
1349,38513724563
1350,38513724563
1351,35622294000
1352,34910609981
1353,34910609981
1354,3579957763824
1354,35725867600
1355,3579957763824
1355,35725867600
1356,3228088620
1357,442085893080
1358,390261246439
1359,390261246439
1360,302108161802
1361,302108161802
1362,302108161802
1363,302108161802
1364,302108161802
1365,302108161802
1366,302108161802
1367,302108161802
1368,302108161802
1369,302108161802
1370,302108161802
1371,302108161802
1372,302108161802
1373,302108161802
1374,302108161802
1375,302108161802
1376,302108161802
1377,302108161802
1378,302108161802
1379,302108161802
1380,34635926857
1381,34635926857
1382,420603227322
1383,420603227322
1384,420603227322
1386,34936411037
1387,34936411037
1388,34936411037
1389,34936411037
1390,34936411037
1391,390241498765
1392,390241498765
1393,390241498765
1394,390241498765
1395,390241498765
1396,353526186000
1397,35622294000
1398,01204967814
1399,40264501163
1400,38513724563
1401,38513724563
1402,38513724563
1403,38513724563
1404,38513724563
1405,34900906011
1406,00441514221216
1407,40265257011
1408,40749144434
1409,40749144434
1410,4401132441400
1411,34900906011
1412,4915118939555
1413,4915118939555
1414,4915118939555
1415,4915118939555
1416,4915118939555
1417,4915118939555
1418,4915118939555
1419,4915118939555
1420,496101603214
1421,496101603214
1422,0040213046384
1423,0040213046384
1424,01332812934
1425,496101603214
1426,496101603214
1427,496101603214
1428,40264501163
1429,4402085153730
1430,0035314378323
1431,34918870980
1432,40730199839
1433,40730199839
1434,38513724563
1435,38513724563
1436,38513724563
1437,38513724563
1438,38513724563
1439,40212560454
1440,34936411037
1441,37125117750
1442,33411932110
1443,390261246439
1444,390261246439
1445,390261246439
1446,390261246439
1447,390261246439
1448,351933440132
1449,34669619416
1450,34669619416
1451,496101603214
1452,00351919701160
1453,306937417808
1454,441978661261
1455,441978661261
1456,420602549911
1457,420602549911
1458,420602549911
1459,48696473182
1460,330659202143
1461,330659202143
1462,00493455666236
1463,40213010640
1464,00400213106605
1465,420602549911
1466,40213693202
1467,40241634742
1468,40265257011
1469,0040368401092
1470,0040368401092
1471,0040368401092
1472,40241634742
1473,420602549911
1474,48502787623
1475,420602549911
1476,40767913111
1477,496101603214
1478,40749144434
1479,420602549911
1480,4961726867313
1481,48502787623
1482,4961726867313
1483,40749144434
1484,420602549911
1485,358408285278
1486,4915118939555
1487,33155724100
1488,390371617377
1489,33299987958
1490,33299987958
1491,33299987958
1492,33299987958
1493,4915118939555
1494,0034913433320
1495,35622294000
1496,33155724100
1497,3361592300
1497,3369592300
1498,496101603214
1499,38513724563
1500,390261246439
1501,420602549911
1502,33155724100
1503,33169592300
1504,33169592300
1505,496101603214
1506,33169592300
1507,33169592300
1508,420602549911
1509,35622294000
1510,33155724100
1511,38513724563
1512,390261246439
1513,390261246439
1514,40756119093
1515,49016098247851
1516,35622294000
1517,33155724100
1518,33467107252
1519,390261246439
1520,35622294000
1521,00302106560700
1522,496101603214
1523,4915118939555
1524,390261246439
1525,420602549911
1526,33145915000
1527,40756119093
1528,35622294000
1529,420602549911
1530,48502787623
1531,330478615139
1532,35622294000
1533,4961726867313
1534,33169592300
1535,330478429526
1536,40756119093
1537,390261246439
1538,390261246439
1539,35622294000
1540,33155724100
1541,37126066263
1542,33169592300
1543,33467107252
1544,38513724563
1545,38513724563
1546,390261246439
1547,34682780469
1548,33155724100
1549,4961726867313
1550,4961726867313
1551,4961726867313
1552,4915118939555
1553,4402087315273
1554,40756119093
1555,390261246439
1556,420602549911
1557,353526186000
1558,353526186000
1559,441978661261
1560,441978661261
1561,353526186000
1562,662429090100
1563,0036302222763
1564,0034913433320
1566,0034628250558
1567,35622294000
1568,35622294000
1569,35622294000
1570,351210414119
1571,00351224008005
1572,0034948333811
1573,0034948333811
1574,390265534273
1575,39055721018
1576,496101603214
1577,34916612335
1578,00351210414119
1579,35622294000
1580,34937002525
1581,00386031784810
1583,00340911610380
1584,390321693030
1585,34916612335
1586,34936411037
1587,390261246439
1588,390261246439
1589,34937002525
1590,33299987958
1591,34936411037
1592,34936411037
1593,34936411037
1594,00351210414119
1595,34937002525
1596,38513724563
1597,38513724563
1598,38513724563
1599,4915118939555
1600,496101603214
1601,34935659776
1602,351210414119
1603,351210414119
1604,38513724563
1605,38513724563
1606,34936411037
1607,390261246439
1608,420602549911
1609,496101603214
1610,35622294000
1611,351214725927
1612,00351224008005
1613,496101603214
1614,351210414119
1615,35622294000
1616,34936411037
1617,390261246439
1618,34936411037
1619,351210414119
1620,34937002525
1621,38513724563
1622,4915118939555
1623,34936411037
1624,420602549911
1625,34936411037
1626,0034913433320
1627,35622294000
1628,35622294000
1629,351214725927
1630,351912441042
1631,00351398180363
1632,46851911600
1633,00351224008005
1634,496101603214
1635,35622294000
1636,496101603214
1637,351210414119
1638,390973655200
1639,35622294000
1640,35622294000
1641,351213105416
1642,351214997459
1643,351966578669
1644,351911911810
1645,351966578669
1646,38513724563
1647,390261246439
1648,34669619416
1649,351210414119
1650,34937002525
1651,34689012911
1652,38513724563
1653,4915118939555
1654,0034663832624
1655,34937397180
1656,0034913433320
1657,0034628250558
1658,35622294000
1659,0034948333811
1660,38513724563
1661,34916612335
1662,34937002525
1663,34910609981
1664,34635926857
1665,34936411037
1666,34628115773
1667,496101603214
1668,351210414119
1669,38513724563
1670,390261246439
1671,00351210414119
1672,351210414119
1673,351210414119
1674,34936411037
1676,420602549911
1677,35622294000
1678,46851911600
1679,0049405480070
1680,34937002525
1681,38513724563
1682,34932284000
1683,351919519671
1684,4961726867313
1685,390321693030
1686,390185372201
1687,3904441511199
1688,390321693030
1689,393351258534
1690,393289215572
1691,3904441511199
1692,441279406759
1693,49016098247851
1694,40756119093
1695,4407947921318
1695,49016098247851
1696,441279406759
1697,49016098247851
1698,351213105416
1699,390265534273
1700,390265534273
1702,390265534273
1703,496101603214
1704,496101603214
1705,00351210414119
1706,35622294000
1707,34689012911
1708,390677209020
1709,38513724563
1710,351210414119
1711,34932402020
1712,48698744600
1713,0034913433320
1714,0034913433320
1715,0034913433320
1716,35622294000
1717,35622294000
1718,35622294000
1719,46851911600
1720,46851911600
1721,351224008005
1722,00351224008005
1723,496101603214
1724,0034948333811
1725,390265534273
1726,496101603214
1727,351210414119
1728,351239853352
1729,35622294000
1730,34937002525
1731,390261246439
1732,34635926857
1733,34936411037
1734,34936411037
1735,351210414119
1736,34937002525
1737,34689012911
1738,38513724563
1739,38513724563
1740,4915118939555
1741,4915118939555
1742,496101603214
1743,31243727700
1744,34935659776
1745,351210414119
1746,351210414119
1747,34936411037
1748,390261246439
1749,390261246439
1751,00351919701160
1752,420602549911
1753,48502787623
1754,48502787623
1755,496101603214
1756,40756119093
1757,40756119093
1758,3904441511199
1759,390321693030
1760,351966578669
1761,48502787623
1762,48227327707
1763,35622294000
1764,4686326400
1765,39055721018
1766,35622294000
1767,351915286377
1768,4961726867313
1769,351966578669
1770,390261246439
1771,420602549911
1772,3904441511199
1773,393289215572
1774,35622294000
1775,390265534273
1776,496101603214
1777,496101603214
1778,390261246439
1779,38513724563
1780,35622294000
1781,34682780469
1782,35622294000
1783,35622294000
1784,496101603214
1785,38513724563
1786,35622294000
1787,35622294000
1788,35622294000
1789,4915118939555
1790,4402087315273
1791,48502787623
1792,48502787623
1793,34682780469
1794,34682780469
1795,34682780469
1796,351912441042
1797,351224008005
1798,496101603214
1799,351210414119
1800,4961726867313
1801,4961726867313
1802,393337336518
1803,35622294000
1804,351219608410
1805,351219608410
1806,4961726867313
1807,34937002525
1808,34635926857
1809,34635926857
1810,4402087315273
1811,4402087315273
1812,4402087315273
1813,40756119093
1814,40756119093
1815,420602549911
1816,0034937002525
1817,34935659776
1818,448000988048
1819,4972215013456
1820,420778517417
1821,420778517417
1822,4972215013456
1823,4972215013456
1824,4972215013456
1825,48713271963
1826,420602549911
1827,420602549911
1828,48695303016
1829,4972215013456
1830,4972215013456
1831,3672566750
1832,4972215013456
1833,4972215013456
1834,491726143809
1835,4915118939555
1836,420466741927
1837,420466741927
1838,302105281805
1839,420602549911
1840,46854496030
1841,48502787623
1842,48502787623
1843,0038512334225
1844,302108161802
1845,302108161802
1846,496101603214
1847,38513724563
1848,38513724563
1849,49802528670
1850,390261246439
1851,38513724563
1852,004995160430
1853,306978242725
1854,49802528670
1855,4915118939555
1856,4915118939555
1857,4915118939555
1858,4915118939555
