ID,DepartmentID,Type,State
34,6,MultiBed,Available
35,6,Single,Available
36,6,MultiBed,Available
37,6,MultiBed,Available
38,6,MultiBed,Available
39,6,MultiBed,Available
40,6,Single,Available
41,6,MultiBed,Available
42,6,MultiBed,Available
43,6,MultiBed,Available
44,6,MultiBed,Available
45,6,Single,Available
46,6,MultiBed,Available
47,6,MultiBed,Available
48,6,MultiBed,Available
49,6,MultiBed,Available
50,6,Single,Available
1,7,ICU,Available
2,7,ICU,Available
3,7,MultiBed,Available
4,7,MultiBed,Available
5,7,Single,Available
6,7,MultiBed,Available
7,7,MultiBed,Available
8,7,MultiBed,Available
9,7,MultiBed,Available
10,7,Single,Available
11,7,MultiBed,Available
12,7,MultiBed,Available
13,7,MultiBed,Available
14,7,MultiBed,Available
15,7,Single,Available
16,7,MultiBed,Available
17,7,MultiBed,Available
18,7,MultiBed,Available
19,7,MultiBed,Available
20,7,Single,Available
21,7,MultiBed,Available
22,7,MultiBed,Available
23,7,MultiBed,Available
24,7,MultiBed,Available
25,7,Single,Available
26,7,MultiBed,Available
27,7,MultiBed,Available
28,7,MultiBed,Available
29,7,MultiBed,Available
30,7,Single,Available
31,7,MultiBed,Available
32,7,MultiBed,Available
33,7,MultiBed,Available
34,7,MultiBed,Available
35,7,Single,Available
36,7,MultiBed,Available
37,7,MultiBed,Available
38,7,MultiBed,Available
39,7,MultiBed,Available
40,7,Single,Available
41,7,MultiBed,Available
42,7,MultiBed,Available
43,7,MultiBed,Available
44,7,MultiBed,Available
45,7,Single,Available
46,7,MultiBed,Available
47,7,MultiBed,Available
48,7,MultiBed,Available
49,7,MultiBed,Available
50,7,Single,Available
1,8,ICU,Available
2,8,ICU,Available
3,8,MultiBed,Available
4,8,MultiBed,Available
5,8,Single,Available
6,8,MultiBed,Available
7,8,MultiBed,Available
8,8,MultiBed,Available
9,8,MultiBed,Available
10,8,Single,Available
11,8,MultiBed,Available
12,8,MultiBed,Available
13,8,MultiBed,Available
14,8,MultiBed,Available
15,8,Single,Available
16,8,MultiBed,Available
17,8,MultiBed,Available
18,8,MultiBed,Available
19,8,MultiBed,Available
20,8,Single,Available
21,8,MultiBed,Available
22,8,MultiBed,Available
23,8,MultiBed,Available
24,8,MultiBed,Available
25,8,Single,Available
26,8,MultiBed,Available
27,8,MultiBed,Available
28,8,MultiBed,Available
29,8,MultiBed,Available
30,8,Single,Available
31,8,MultiBed,Available
32,8,MultiBed,Available
33,8,MultiBed,Available
34,8,MultiBed,Available
35,8,Single,Available
36,8,MultiBed,Available
37,8,MultiBed,Available
38,8,MultiBed,Available
39,8,MultiBed,Available
40,8,Single,Available
41,8,MultiBed,Available
42,8,MultiBed,Available
43,8,MultiBed,Available
44,8,MultiBed,Available
45,8,Single,Available
46,8,MultiBed,Available
47,8,MultiBed,Available
48,8,MultiBed,Available
49,8,MultiBed,Available
50,8,Single,Available
1,9,ICU,Available
2,9,ICU,Available
3,9,MultiBed,Available
4,9,MultiBed,Available
5,9,Single,Available
6,9,MultiBed,Available
7,9,MultiBed,Available
8,9,MultiBed,Available
9,9,MultiBed,Available
10,9,Single,Available
11,9,MultiBed,Available
12,9,MultiBed,Available
13,9,MultiBed,Available
14,9,MultiBed,Available
15,9,Single,Available
16,9,MultiBed,Available
17,9,MultiBed,Available
18,9,MultiBed,Available
19,9,MultiBed,Available
20,9,Single,Available
21,9,MultiBed,Available
22,9,MultiBed,Available
23,9,MultiBed,Available
24,9,MultiBed,Available
25,9,Single,Available
26,9,MultiBed,Available
27,9,MultiBed,Available
28,9,MultiBed,Available
29,9,MultiBed,Available
30,9,Single,Available
31,9,MultiBed,Available
32,9,MultiBed,Available
33,9,MultiBed,Available
34,9,MultiBed,Available
35,9,Single,Available
36,9,MultiBed,Available
37,9,MultiBed,Available
38,9,MultiBed,Available
39,9,MultiBed,Available
40,9,Single,Available
41,9,MultiBed,Available
42,9,MultiBed,Available
43,9,MultiBed,Available
44,9,MultiBed,Available
45,9,Single,Available
46,9,MultiBed,Available
47,9,MultiBed,Available
48,9,MultiBed,Available
49,9,MultiBed,Available
50,9,Single,Available
1,10,ICU,Available
2,10,ICU,Available
3,10,MultiBed,Available
4,10,MultiBed,Available
5,10,Single,Available
6,10,MultiBed,Available
7,10,MultiBed,Available
8,10,MultiBed,Available
9,10,MultiBed,Available
10,10,Single,Available
11,10,MultiBed,Available
12,10,MultiBed,Available
13,10,MultiBed,Available
14,10,MultiBed,Available
15,10,Single,Available
16,10,MultiBed,Available
17,10,MultiBed,Available
18,10,MultiBed,Available
19,10,MultiBed,Available
20,10,Single,Available
21,10,MultiBed,Available
22,10,MultiBed,Available
23,10,MultiBed,Available
24,10,MultiBed,Available
25,10,Single,Available
26,10,MultiBed,Available
27,10,MultiBed,Available
28,10,MultiBed,Available
29,10,MultiBed,Available
30,10,Single,Available
31,10,MultiBed,Available
32,10,MultiBed,Available
33,10,MultiBed,Available
34,10,MultiBed,Available
35,10,Single,Available
36,10,MultiBed,Available
37,10,MultiBed,Available
38,10,MultiBed,Available
39,10,MultiBed,Available
40,10,Single,Available
41,10,MultiBed,Available
42,10,MultiBed,Available
43,10,MultiBed,Available
44,10,MultiBed,Available
45,10,Single,Available
46,10,MultiBed,Available
47,10,MultiBed,Available
48,10,MultiBed,Available
49,10,MultiBed,Available
50,10,Single,Available
1,11,ICU,Available
2,11,ICU,Available
3,11,MultiBed,Available
4,11,MultiBed,Available
5,11,Single,Available
6,11,MultiBed,Available
7,11,MultiBed,Available
8,11,MultiBed,Available
9,11,MultiBed,Available
10,11,Single,Available
11,11,MultiBed,Available
12,11,MultiBed,Available
13,11,MultiBed,Available
14,11,MultiBed,Available
15,11,Single,Available
16,11,MultiBed,Available
17,11,MultiBed,Available
18,11,MultiBed,Available
19,11,MultiBed,Available
20,11,Single,Available
21,11,MultiBed,Available
22,11,MultiBed,Available
23,11,MultiBed,Available
24,11,MultiBed,Available
25,11,Single,Available
26,11,MultiBed,Available
27,11,MultiBed,Available
28,11,MultiBed,Available
29,11,MultiBed,Available
30,11,Single,Available
31,11,MultiBed,Available
32,11,MultiBed,Available
33,11,MultiBed,Available
34,11,MultiBed,Available
35,11,Single,Available
36,11,MultiBed,Available
37,11,MultiBed,Available
38,11,MultiBed,Available
39,11,MultiBed,Available
40,11,Single,Available
41,11,MultiBed,Available
42,11,MultiBed,Available
43,11,MultiBed,Available
44,11,MultiBed,Available
45,11,Single,Available
46,11,MultiBed,Available
47,11,MultiBed,Available
48,11,MultiBed,Available
49,11,MultiBed,Available
50,11,Single,Available
1,12,ICU,Available
2,12,ICU,Available
3,12,MultiBed,Available
4,12,MultiBed,Available
5,12,Single,Available
6,12,MultiBed,Available
7,12,MultiBed,Available
8,12,MultiBed,Available
9,12,MultiBed,Available
10,12,Single,Available
11,12,MultiBed,Available
12,12,MultiBed,Available
13,12,MultiBed,Available
14,12,MultiBed,Available
15,12,Single,Available
16,12,MultiBed,Available
17,12,MultiBed,Available
18,12,MultiBed,Available
19,12,MultiBed,Available
20,12,Single,Available
21,12,MultiBed,Available
22,12,MultiBed,Available
23,12,MultiBed,Available
24,12,MultiBed,Available
25,12,Single,Available
26,12,MultiBed,Available
27,12,MultiBed,Available
28,12,MultiBed,Available
29,12,MultiBed,Available
30,12,Single,Available
31,12,MultiBed,Available
32,12,MultiBed,Available
33,12,MultiBed,Available
34,12,MultiBed,Available
35,12,Single,Available
36,12,MultiBed,Available
37,12,MultiBed,Available
38,12,MultiBed,Available
39,12,MultiBed,Available
40,12,Single,Available
41,12,MultiBed,Available
42,12,MultiBed,Available
43,12,MultiBed,Available
44,12,MultiBed,Available
45,12,Single,Available
46,12,MultiBed,Available
47,12,MultiBed,Available
48,12,MultiBed,Available
49,12,MultiBed,Available
50,12,Single,Available
1,13,ICU,Available
2,13,ICU,Available
3,13,MultiBed,Available
4,13,MultiBed,Available
5,13,Single,Available
6,13,MultiBed,Available
7,13,MultiBed,Available
8,13,MultiBed,Available
9,13,MultiBed,Available
10,13,Single,Available
11,13,MultiBed,Available
12,13,MultiBed,Available
13,13,MultiBed,Available
14,13,MultiBed,Available
15,13,Single,Available
16,13,MultiBed,Available
17,13,MultiBed,Available
18,13,MultiBed,Available
19,13,MultiBed,Available
20,13,Single,Available
21,13,MultiBed,Available
22,13,MultiBed,Available
23,13,MultiBed,Available
24,13,MultiBed,Available
25,13,Single,Available
26,13,MultiBed,Available
27,13,MultiBed,Available
28,13,MultiBed,Available
29,13,MultiBed,Available
30,13,Single,Available
31,13,MultiBed,Available
32,13,MultiBed,Available
33,13,MultiBed,Available
34,13,MultiBed,Available
35,13,Single,Available
36,13,MultiBed,Available
37,13,MultiBed,Available
38,13,MultiBed,Available
39,13,MultiBed,Available
40,13,Single,Available
41,13,MultiBed,Available
42,13,MultiBed,Available
43,13,MultiBed,Available
44,13,MultiBed,Available
45,13,Single,Available
46,13,MultiBed,Available
47,13,MultiBed,Available
48,13,MultiBed,Available
49,13,MultiBed,Available
50,13,Single,Available
1,14,ICU,Available
2,14,ICU,Available
3,14,MultiBed,Available
4,14,MultiBed,Available
5,14,Single,Available
6,14,MultiBed,Available
7,14,MultiBed,Available
8,14,MultiBed,Available
9,14,MultiBed,Available
10,14,Single,Available
11,14,MultiBed,Available
12,14,MultiBed,Available
13,14,MultiBed,Available
14,14,MultiBed,Available
15,14,Single,Available
16,14,MultiBed,Available
17,14,MultiBed,Available
18,14,MultiBed,Available
19,14,MultiBed,Available
20,14,Single,Available
21,14,MultiBed,Available
22,14,MultiBed,Available
23,14,MultiBed,Available
24,14,MultiBed,Available
25,14,Single,Available
26,14,MultiBed,Available
27,14,MultiBed,Available
28,14,MultiBed,Available
29,14,MultiBed,Available
30,14,Single,Available
31,14,MultiBed,Available
32,14,MultiBed,Available
33,14,MultiBed,Available
34,14,MultiBed,Available
35,14,Single,Available
36,14,MultiBed,Available
37,14,MultiBed,Available
38,14,MultiBed,Available
39,14,MultiBed,Available
40,14,Single,Available
41,14,MultiBed,Available
42,14,MultiBed,Available
43,14,MultiBed,Available
44,14,MultiBed,Available
45,14,Single,Available
46,14,MultiBed,Available
47,14,MultiBed,Available
48,14,MultiBed,Available
49,14,MultiBed,Available
50,14,Single,Available
1,15,ICU,Available
2,15,ICU,Available
3,15,MultiBed,Available
4,15,MultiBed,Available
5,15,Single,Available
6,15,MultiBed,Available
7,15,MultiBed,Available
8,15,MultiBed,Available
9,15,MultiBed,Available
10,15,Single,Available
11,15,MultiBed,Available
12,15,MultiBed,Available
13,15,MultiBed,Available
14,15,MultiBed,Available
15,15,Single,Available
16,15,MultiBed,Available
17,15,MultiBed,Available
18,15,MultiBed,Available
19,15,MultiBed,Available
20,15,Single,Available
21,15,MultiBed,Available
22,15,MultiBed,Available
23,15,MultiBed,Available
24,15,MultiBed,Available
25,15,Single,Available
26,15,MultiBed,Available
27,15,MultiBed,Available
28,15,MultiBed,Available
29,15,MultiBed,Available
30,15,Single,Available
31,15,MultiBed,Available
32,15,MultiBed,Available
33,15,MultiBed,Available
34,15,MultiBed,Available
35,15,Single,Available
36,15,MultiBed,Available
37,15,MultiBed,Available
38,15,MultiBed,Available
39,15,MultiBed,Available
40,15,Single,Available
41,15,MultiBed,Available
42,15,MultiBed,Available
43,15,MultiBed,Available
44,15,MultiBed,Available
45,15,Single,Available
46,15,MultiBed,Available
47,15,MultiBed,Available
48,15,MultiBed,Available
49,15,MultiBed,Available
50,15,Single,Available
